text,source,expertise
,new_data_set,Sicherheitsprüfung elektrischer Anlagen
,de_v3,Sicherheitsinspektionen
Durchführung von Sicherheitsanalysen und Risikobewertungen,new_data_set,Sicherheitsanalysen
Durchführung von Risikobeurteilungen für Maschinen und Anlagen gem. den aktuellen Bestimmungen der Maschinenrichtlinie,new_data_set,Sicherheitsanalysen
"Selbständige Erarbeitung von Sicherheits-, technischen Risiko- und Änderungsanalysen",new_data_set,Sicherheitsanalysen
,de_v2,Sicherheitsanalyse
,de_v3,Shuntchirurgie
,de_v3,Shopfloormanagement
Durch den Schwerpunkt auf dem Thema Wärmepumpen leisten Sie in dieser Funktion einen wesentlichen Beitrag zur Verbesserung des Klimas,de_v3,SHK Erfahrung
,de_v3,Sharepoint Online
,de_v3,Sharepoint
,de_v3,Shared Office
,de_v3,SF-Bau
,de_v3,Servietten
,new_data_set,Servicequalität
fundiertes Wissen über Serviceprozesse und Aftersales-Management setzen wir voraus.,new_data_set,Serviceprozesse
,de_v3,ServiceNow
,de_v3,Service-Management
,de_v3,Service-Level Management
,de_v3,Serviceleistungen
,de_v3,Servicekonzeption
,new_data_set,Service Management
,de_v3,Serienfertigung
,de_v3,SEPA
"Nachgewiesene Fähigkeit, mehrere digitale Marketingkanäle im Einklang mit der Unternehmensstrategie zu beeinflussen, zu gestalten und zu leiten, einschließlich E-Mail, Social-Media-Kanäle, Partner-Marketing, SEO, Remarketing usw.",de_v1,SEO & PPC Kampagnen
Aktives Networking unter aktiver Nutzung aller potentiellen Akquisekanäle,new_data_set,SEO & PPC Kampagnen
Aktive Nutzung aller potentiellen Akquisekanäle und aktives Networking,new_data_set,SEO & PPC Kampagnen
"Aktive Vermarktung der Einrichtung sowie einzelner (Sonder-)Veranstaltungen, insbesondere über Social Media (Instagram, Facebook)",new_data_set,SEO & PPC Kampagnen
"Erstellen von attraktiven Formaten und multimedialen Content für die unterschiedlichen Zielgruppen, auch mit externen Partnern",new_data_set,SEO & PPC Kampagnen
Erfahrung im Online Marketing mit Kenntnissen in den gängigen Tools und Kanälen,new_data_set,SEO & PPC Kampagnen
Fundiertes Marketingwissen aus konventionellem und digitalem Bereich sowie ein tiefes Verständnis von Multichannel und Omnichannel-Ansätzen,new_data_set,SEO & PPC Kampagnen
"Gutes technisches Verständnis, idealerweise Detailwissen in relevanten Bereichen wie Optik, optische Sensorik.",new_data_set,Sensorik
"Mehrjährige Führungserfahrung im R&D im Umfeld industrieller elektronischer Systeme, bevorzugt im Bereich der Sensorik",new_data_set,Sensorik
,de_v3,Sensordatenfusion
,de_v3,Senologie
,new_data_set,Semiconductor
,de_v3,SEM (SEO/SEA)
,new_data_set,Selbstständigkeit
,de_v2,Sekundärmarkt Analyse
,de_v3,Security Awareness
Mitverantwortung und -gestaltung für die Netzwerk- und Security-Infrastruktur,new_data_set,Security
Administration der Security Software,new_data_set,Security
Beratung und Betreuung anderer Fachbereiche bei der Umsetzung von IT-Projekten hinsichtlich Netzwerkkommunikation und Sicherheit,new_data_set,Security
Sicherheitsmanagement,new_data_set,Security
Beim Betreiben der 24-Stunden-Anlaufstelle für Sicherheitsdienste (Pikettdienst) mithelfen,new_data_set,Security
"agilen Vorgehensmodellen, wie Scrum",new_data_set,Scrum
Erfahrungsaustausch im agilen Entwicklungsprozess,new_data_set,Scrum
"die technische Konzeption, Erstellung von Systemdesigns und Durchführung von Entwickler-/Modultests sowie die Umsetzung von Störungsbehebungen",new_data_set,SCOM
"Sie sind Schnittstelle zu SCM, Produktionsplanung, Logistik",new_data_set,SCM
Einkauf und SCM,new_data_set,SCM
Sie unterstützen den Logistikleiter der Fabrik,new_data_set,SCM
"Sie bewegen sich gerne auf dem shop floor der Produktionswerke, denn Sie wissen dass ein qualitativ gutes Werkscontrolling maßgeblich vom ständigen Dialog mit den Mitarbeitern vor Ort abhängt/beeinflusst wird.",new_data_set,SCM
,de_v3,Schwimmfundamente
,de_v3,schwimmende Fundamente
umfasst die Schwerverletztenversorgung,new_data_set,Schwerverletztenversorgung
,de_v3,Schwerpunktanerkennung Gefäßchirurgie
,de_v2,Schweizer Arbeitsrecht
,de_v3,Schweißtechniken
,de_v3,Schweißtechnik
,de_v3,Schweißprozesse
,de_v3,Schweißen
Als Financial Controller (m/w/d) sind Sie für die Schwachstellenanalyse unserer Prozesse sowie die Erarbeitung und Begleitung von Maßnahmen zur Gegensteuerung verantwortlich,new_data_set,Schwachstellenanalyse
,de_v3,Schwachstellen- und Potentialanalysen
"Durchführung von Workshops, Beratungen und Schulungen",new_data_set,Schulungen
,de_v3,Schulterchirurgie
,de_v3,Schrott
,de_v3,Schrittmacherimplantation
,de_v3,Schöpfwerk
,de_v3,Schockraum-Management
,de_v3,Schnittbilddiagnostik
,de_v2,Schmerztherapie
,new_data_set,schlüsselfertiger Hochbau
,new_data_set,Schlüsselfertigbau
"Gutes Produkt- bzw. Fachwissen in den Bereichen Schleif-, Schneid- oder Polieranwendungen ist von Vorteil",new_data_set,Schleifanwendungen
,new_data_set,Schlaganfallversorgung
,de_v3,Schlaganfalleinheit
,new_data_set,Schlaganfallbehandlung
leistungsstarke Produkte der Schiffselektrik,new_data_set,Schiffselektrik
,de_v3,Schifffahrt
Stahlbau / Schiffbau,new_data_set,Schiffbau
Schiffbau-Umfeld,new_data_set,Schiffbau
Vielseitige Herausforderung im Schiffbau,new_data_set,Schiffbau
,new_data_set,Schaltschrankbau
,new_data_set,Schaltpläne
,de_v2,Schadensmanagement
,de_v2,Schadenmanagement
Ausbildung als Sachverständiger im Bereich Schadengutachten mit mehrjähriger Berufserfahrung und sehr guten Kenntnissen im Bereich Bewertung,new_data_set,Schadengutachten
,de_v3,SAP-Technologien
AP CO/F,new_data_set,SAP-Kenntnisse
,new_data_set,SAP-Kenntnisse
,de_v2,SAP-Inhouse-Beratung
,de_v3,"SAP-HR, MM, FI, GBWS"
,de_v3,SAP-Customizing
,de_v2,SAP-Consulting
,de_v3,SAP SD
Modul SD,new_data_set,SAP SD
,de_v2,SAP Sales
SAP S/4HANA,new_data_set,SAP S/4HANA
,de_v3,SAP S/4 HANA Finance
,de_v3,SAP S/4 HANA
,de_v3,"SAP R3, PP, PS und PN"
,de_v3,SAP R/3 FI/CO
,de_v3,SAP R/3
,de_v3,SAP PP
"Du besitzt mindestens 3 Jahre Erfahrung in den entsprechenden SAP-Modulen PP, APO (nice to have) sowie Kenntnisse der SAP Best Practice Prozesse in diesem Umfeld",new_data_set,SAP Modulen
"Neue SAP Technologien auf S4HANA (Fiori-Apps, UI5 und anderen Frontend Technologien) betreiben und entwickeln.",new_data_set,SAP Modulen
Entwicklung und Betreuung des SAP Moduls SD in der S/4HANA Umgebung und der CX Sales Cloud,new_data_set,SAP Modulen
Erfahrungen im Umgang mit Warenwirtschaftssystemen (z.B. SAP),new_data_set,SAP Modulen
Sehr gute Kenntnisse in SAP und Shopware wünschenswert,new_data_set,SAP Modulen
Sicherer Umgang mit ERP-System (SAP wünschenswert) und Produktionssteuerungsmodulen,new_data_set,SAP Modulen
"Kenntnisse in den angrenzenden SAP Modulen MM, PP, E-WM, CRM, FI und CO wünschenswert",new_data_set,SAP Modulen
Kenntnisse in der Anwendung von SAP FI/CO im ECC6.0 ergänzen Sie durch Wissen im Bereich Anwendungs- und Formularentwicklung.,new_data_set,SAP Modulen
Modul- und Customizing Expertise in SAP ERP / SAP S/4HANA runden ihr Profil ab,new_data_set,SAP Modulen
"Sie beherrschen den sicheren Umgang mit einem ERP-System (optimal SAP MM), Datenbanken und den gängigen MS Office-Anwendungen",new_data_set,SAP Modulen
Routinierter Umgang mit den gängigen MS Office-Anwendungen,new_data_set,SAP Modulen
"Sehr gute IT-Kenntnisse, insb. MS Office, SAP-FI und SAP-AA, idealerweise auch SAP-CO",new_data_set,SAP Modulen
"SD, MM",new_data_set,SAP Modul SD / MM
SAP S4/HANA,new_data_set,SAP Modul S/4HANA
Modulen LE/WM,new_data_set,SAP Modul LE/WM
,de_v3,SAP MM
,de_v2,SAP HCM
,de_v3,SAP FS-CD
,de_v3,SAP FI/CO
,de_v3,SAP FI System
,de_v3,SAP FI / CO
,de_v3,SAP FI
,de_v3,SAP EWM
,de_v3,SAP ERP
,de_v2,SAP ECC
,de_v2,SAP CO-PS
,de_v3,SAP Controlling
,de_v2,SAP Consultant
,de_v2,SAP CO
,de_v3,SAP BW
,de_v3,SAP Business one
,de_v3,SAP Betrieb
,de_v3,SAP Basis System
,de_v3,SAP BA
,de_v3,SAP ABAP OO
,de_v3,SAP ABAP
,de_v2,SAP- (FI/CO)
Des Weiteren sind interkulturelle Kompetenzen als auch SAP-Kenntnisse von Vorteil.,new_data_set,SAP
Sicherer Umgang mit SAP FI/CO/MM sowie IM und der gängigen MS Office Produkte,new_data_set,SAP
SAP und MS-Office Kenntnisse,new_data_set,SAP
Versierter MS-Office-Anwender und SAP-Erfahrung,new_data_set,SAP
Erfahrung mit SAP-Einführungen,new_data_set,SAP
sehr gute SAP-Kenntnisse im Modul SD,new_data_set,SAP
,new_data_set,SAP
,new_data_set,Sanitärtechnik
,de_v3,Sanitär
,de_v2,Sanierungen
,new_data_set,Sanierung
,de_v2,Salesforce3
,de_v2,Salesforce
,de_v3,Salescontrolling
,new_data_set,Sales Management
,de_v3,Sales Excellence
,de_v3,Sales Engineering
,de_v3,Sales Controlling
,de_v3,Sachgebietsleitung
,de_v3,Sachbearbeitung
,de_v3,Saatgut
,de_v3,S/4 HANA
,new_data_set,Rüstung
"L3 Network Technologien bspw. Routing Protokollen (BGP, OSPF), Policy-based Routing, QoS, L3-MPLS",new_data_set,Routing Protokollen
,de_v3,Routing
Fundierte Kenntnisse in den Schnittbildverfahren und in der konventionellen Röntgendiagnostik,new_data_set,Röntgendiagnostik
Bereich Rohstoffe/ Werkzeugstähle,new_data_set,Rohstoffe
Bearbeitung von Maintenance- und Neubauprojekten im industriellen Anlagen- und Rohrleitungsbau,new_data_set,Rohrleitungsbau
,de_v3,Roboter
,de_v3,Roadmaps
,de_v2,Risk Management
Das finanzseitige Risiko- und Liquiditäts-Management (Börse & OTC) beaufsichtigen.,new_data_set,Risikomanagement
Funktionierende Strukturen wie Qualitäts- und Risikomanagement,new_data_set,Risikomanagement
"Sie arbeiten eng mit dem Risk Management Team zusammen, um Compliance sicherzustellen.",new_data_set,Risikomanagement
"Die Schritte zur Risikobewertung und -Steuerung (Enterprise Risk Management, ERM) abwickeln.",new_data_set,Risikomanagement
Sicherung des Unternehmens durch Risikoerkennung und -bewältigung,new_data_set,Risikomanagement
Ein Risikomanagementsystem einrichten und Massnahmen zur Minimierung von Risiken definieren und tracken,new_data_set,Risikomanagement
Kontinuierliche Erarbeitung von Risikoanalysen und Bewertungen zur präventiven Ausgestaltung von Vertragsbedingungen und Spezifikationen,new_data_set,Risikomanagement
"Teilnahme an PAAG / HAZID / HAZOP-Betrachtungen, Bewertung sicherheitstechnischer Risiken sowie Identifikation von Maßnahmen zur Risikominimierung aus verfahrenstechnischer Sicht",new_data_set,Risikomanagement
Sie sind verantwortlich für das Kreditmanagement einschließlich der Analyse und Votierung von Risiken im Bereich der Risikofrüherkennung,new_data_set,Risikomanagement
Sie sind verantwortlich für die marktseitige Risikofrüherkennung im Rahmen der Bonitätsanalyse und/oder sonstiger Risikofrühwarnsysteme (z. B. Bestandsaufnahmen in agree21),new_data_set,Risikomanagement
"Sie haben ein sicheres Verständnis von Geschäftsprozessen sowie deren kritischer Bewertung, kennen sich aus in den Bereichen Risikomanagement und IKS (Internes Kontrollsystem)",new_data_set,Risikomanagement
Eigenverantwortliche Beurteilung der Neugeschäftsanfragen sowie laufende Risikoüberwachung eines Bestandsportfolios,new_data_set,Risikomanagement
Aktives Risikomanagement für den eigenen Verantwortungsbereich,new_data_set,Risikomanagement
Entwicklung und Umsetzung von Risikomanagementkonzepten mit dem Ziel der Sicherstellung der Lieferversorgung und Preisabsicherung,new_data_set,Risikomanagement
"Zusammenführung und Standardisierung von Prozessabläufen zur Informationssicherheit (Risikoanalysen, Business Continuity Management) im IT- und OT-Umfeld",new_data_set,Risikomanagement
Verfolgen und kontinuierliches Reporten der Eskalationsszenarien innerhalb des Risikomanagements,new_data_set,Risikomanagement
Risikomanagement und frühzeitige Identifizierung von potenziellen Problemen,new_data_set,Risikomanagement
"Sie analysieren und bewerten das monatliche Berichtswesen inkl. GuV, Bilanz und Cashflow zur Identifikation möglicher Risiken",new_data_set,Risikomanagement
Das proaktive Risikomanagement des Bestandsportfolios umfasst die frühzeitige Identifizierung negativer Entwicklungen und die Ableitung entsprechender risikominimierender Maßnahmen,new_data_set,Risikomanagement
Überwachung und Einhaltung von gesetzlichen und internen Vorschriften und Standards,new_data_set,Risikomanagement
Kontinuierliche Pflege und (Weiter)-Entwicklung des Qualitätsmanagement-Systems nach IATF 16949,new_data_set,Risikomanagement
Unterstützung bei internen Audits und Überprüfung der Einhaltung von Standards,new_data_set,Risikomanagement
Durchführung und Überwachung aller gesellschaftsrechtlichen und Compliance-Themen,new_data_set,Risikomanagement
"Koordination der Vertriebsprozesse hinsichtlich rechtlicher Aspekte, inklusive Verfolgung von rechtlichen Änderungen und Gewährleistung der konformen Umsetzung in den Fachbereichen",new_data_set,Risikomanagement
"Durchführung, Veranlassung und Kontrolle gesetzlich, behördlich und betrieblich vorgeschriebener Prüfungen sowie Kontrolle der Einhaltung der Prüffristen.",new_data_set,Risikomanagement
,de_v3,Risiko-Framework
,de_v3,Risikobeurteilung
,de_v3,Risikoanlysen
,de_v2,Risikoanalysen
,de_v2,Risikoanalyse
,de_v3,Risikoabschätzung
,de_v3,RIPE
,de_v2,RIB iTWO
,new_data_set,RIB iTwo
,de_v3,Rhythmologie
Idealerweise eine Revisionszertifizierung,new_data_set,Revisionszertifizierung
Gute Kenntnisse der internationalen Revisionsstandards,new_data_set,Revisionsstandards
Revisionsoperationen und idealerweise auch Hüftarthroskopien,de_v3,Revisionsoperationen
,de_v2,Retail Marketing
,de_v3,Restrukturierungsprogrammen
,de_v2,REST/SOA/RFC/IDOC
Ressourcenplanung und Sicherstellung der jederzeitigen Material- und Warenverfüg-,new_data_set,Ressourcenplanung
Kapazitäten- und Ressourcenplanung,new_data_set,Ressourcenplanung
Ressourcenplanung und Budgetierung sind für ihn Standard,new_data_set,Ressourcenplanung
Gewährung einer optimalen Verfügbarkeit aller Ressourcen,new_data_set,Ressourcenplanung
Beschaffung von Materialien und Ressourcen für die Projekte,new_data_set,Ressourcenplanung
"Kostenoptimale und termingerechte Beschaffung der benötigten Geräte, Maschinen und Materialien unter Einhaltung der Konzernrichtlinien",new_data_set,Ressourcenplanung
"Übersicht	der Ressourcenplanung",new_data_set,Ressourcenplanung
Kalkulation der benötigten Materialien,new_data_set,Ressourcenplanung
,new_data_set,Ressourcenmanagemnt
,de_v3,Research
"Erfahrung mit einem Bilanzierungs- und Reportingtools, insbesondere AMI",de_v3,Reportingtools
Reporting zur Verbesserung der Wirtschaftlichkeit der betrieblichen Prozesse zur Kostenoptimierung,new_data_set,Reporting
Abführung und Reporting von internationaler Finanztransaktionssteuern,new_data_set,Reporting
Führung der Kostenrechnung mit gezielten Optimierungsschritten,new_data_set,Reporting
,de_v3,Release Management
,de_v3,Relationship-Management
,de_v3,Reklamationsmanagement
Beratende Unterstützung bei der Reklamationsbearbeitung,new_data_set,Reklamationsbearbeitung
Bearbeitung von Reklamationen,new_data_set,Reklamationsbearbeitung
,de_v2,Reisemedizin
,de_v3,Reisemanagement
,de_v2,Rehatechnik
,de_v3,rehabilitative Geriatrie
Geriatrische Rehabilitation,new_data_set,Rehabilitation
,de_v2,Regulatory Compliance
,de_v3,Regulatorisches Reporting
"Fundierte Kenntnisse in relevanten Normen und regulatorischen Anforderungen wie MDR, ISO 13485, ICE 60601 etc.",new_data_set,Regulatorische Anforderungen
,de_v3,Regulatorien
,de_v3,Regionalanästhesien
,de_v3,Regenerative Energien
Kenntnisse der zugehörigen Regelwerke und Richtlinien,new_data_set,Regelwerke
Profunde Kenntnisse relevanter Regularien und Normen (ICH-GCP),new_data_set,Regelwerke
,de_v3,Regelungstechnik
,de_v2,REFA
,de_v3,"Redaktion, Presse und Öffentlichkeitsarbeit"
Zusätzlich Erfahrungen im Recycling oder speziell im Energieanlagenbau sind von Vorteil.,new_data_set,Recycling
"Bevorzugt Erfahrungen in einer nachhaltigen Industrie - z.B. erneuerbare Energien, Umwelttechnik, Kreislaufwirtschaft, Agrar etc.",new_data_set,Recycling
,new_data_set,Recruiting
,de_v2,Rechtsschutz
,de_v3,Rechtsformen
,new_data_set,rechtliche Grundlagen
,de_v2,Recht
,new_data_set,Rechnungswesen/Controlling
Gute Kenntnisse des Rechnungswesens sowie der (inter-)nationalen Rechnungs­legungs­vorschriften,new_data_set,Rechnungswesen
Sie direkt verantwortlich für die Steuerung des Finanz- und Rechnungswesens,new_data_set,Rechnungswesen
,de_v3,Rechnungstellung
,de_v3,Rechnungs­legungs­vorschriften
,de_v2,Rechnungslegungsstandards
Rechnungslegung nach HGB und IFRS,new_data_set,Rechnungslegung nach HGB und IFRS
Rechnungswesen,new_data_set,Rechnungslegung
Kassenführung und Buchung,new_data_set,Rechnungslegung
Erledigung der Anlagenbuchhaltung,new_data_set,Rechnungslegung
,de_v3,Rechnungsabgrenzung
,new_data_set,Rechenkernentwicklung
,new_data_set,Raumtrennsysteme
,de_v2,Raumfahrtindustrie
,de_v3,Raffinerie
,new_data_set,Radiologie
,new_data_set,Radartechnik
,de_v3,RACF
Sehr gute Programmierkenntnisse in R / Bioconductor und/oder Python,new_data_set,R/Python
"Idealerweise Erfahrung in R, Matlab, Haskell, Julia",new_data_set,R/Matlab
,new_data_set,R&D
,new_data_set,R
,de_v2,Qualitätsüberwachung
,new_data_set,Qualitätstechnik
,de_v2,Qualitätssicherungsmethoden
Sie stellen die Einhaltung von Qualitätsstandards sicher und gewährleisten einen effizienten Einsatz von Personal und Material,new_data_set,Qualitätssicherung
"Um die Einhaltung von Qualitätsstandards sicherzustellen, sind Sie auch in die Reklamationsbearbeitung involviert",new_data_set,Qualitätssicherung
"Überwachung der Qualitätsvorgaben sowie konsequente Verfolgung von Maßnahmen zur Reduzierung von Ausschuss, Nacharbeit und Kundenreklamationen",new_data_set,Qualitätssicherung
Sicherstellung der termin- und qualitäts­gerechten Projektdurchführung sowie der Einhaltung von Sicherheitsvorschriften und Umweltstandards auf den Baustellen,new_data_set,Qualitätssicherung
Bearbeitung externer und interner Anfragen zu Qualitätsabweichungen und -optimierungen,new_data_set,Qualitätssicherung
"Sicherstellung der Dokumentation von betrieblichen Abläufen, sowie deren Auswertung zum Ableiten von Prozess- und Qualitätsverbesserungen",new_data_set,Qualitätssicherung
Betreuung von Kunden und Lieferanten bei allen qualitätsrelevanten Themen,new_data_set,Qualitätssicherung
Sie erkennen Qualitätsmängel durch Initiieren eines Frühwarnsystems und sind dabei im engen Austausch mit dem Global Quality Management.,new_data_set,Qualitätssicherung
,new_data_set,Qualitätsplaner
Kontinuierliche Pflege und (Weiter)-Entwicklung des Qualitätsmanagement-Systems nach IATF 16949,new_data_set,Qualitätsmanagement-Systeme
"Sie verantworten die kontinuierliche Optimierung der bestehenden Prozesse gemäß EN ISO 9001, etc.",new_data_set,Qualitätsmanagement-Systeme
Verantwortung für die Einhaltung der Qualitätssicherung sowie der vorgegebenen Standards,new_data_set,Qualitätsmanagement
"Standards zu kontrollieren, zu dokumentieren und weiterzuentwickeln",new_data_set,Qualitätsmanagement
Sie überwachen die Einhaltung des Systems für Qualitätsmanagement und leiten ggf. geeignete Maßnahmen bei Abweichungen ein.,new_data_set,Qualitätsmanagement
Sie unterstützen bei der Fehleranalyse und Bewertung von Quality Incidents und wirken bei entsprechenden Maßnahmen mit,new_data_set,Qualitätsmanagement
Implementierung von Qualitätsstandards für alle Unternehmensbereiche und Prozesse,new_data_set,Qualitätsmanagement
Qualitätssicherung und Kontrolle der Planungsunterlagen,new_data_set,Qualitätsmanagement
Erfahrung in der Qualitätssicherung von Arbeitsergebnissen und Prüfungs­doku­men­ta­tionen,new_data_set,Qualitätsmanagement
Durchführung von Abnahme-Prüfungen und wiederkehrenden Prüfungen,new_data_set,Qualitätsmanagement
Gewährleistung einer hochwertigen Prozessqualität,new_data_set,Qualitätsmanagement
Mit der Bauüberwachung zusammen stellen Sie die qualitative Umsetzung vor Ort,new_data_set,Qualitätsmanagement
Pro-aktive Weiterentwicklung der Qualitätsprozesse und -standards,new_data_set,Qualitätsmanagement
Sicherstellung der Einhaltung aller Qualitätsstandards der Automobilindustrie,new_data_set,Qualitätsmanagement
"Kenntnisse über Zertifizierung, Akkreditierung und Anerkennung, sowie umfassende Kenntnisse über einschlägige Normen",new_data_set,Qualitätsmanagement
Erarbeitung und Monitoring der Umsetzung der Qualitätsziele und abgeleiteten Massnahmen sowie Berichterstattung an Bundesrat,new_data_set,Qualitätsmanagement
Erstellung von Qualitätsframeworks sowie Abstimmung mit den Qualitätsanforderungen der Kunden,new_data_set,Qualitätsmanagement
Fundierte Kenntnisse von Standards für Prozess- und Qualitätsmanagement,new_data_set,Qualitätsmanagement
Garantieren der Einhaltung aller Qualitäts-/ Umweltstandards und Regularien,new_data_set,Qualitätsmanagement
,de_v3,Qualitätskontrolle
,de_v3,Qualitäts- und Risikomanagement
,de_v3,Qualifizierung
,de_v3,Qt
,new_data_set,QS
,de_v3,QM-Methoden
Anwendung von QM-Methoden,new_data_set,QM
Im Umgang mit üblichen EDV Tools und QM Systemen,new_data_set,QM
"Kenntnisse von Planungssoftware (QGIS, Tannis, o.ä.) sind von Vorteil",new_data_set,QGIS
vorzugsweise Python,new_data_set,Python
,new_data_set,Python
,de_v3,PVSol
,new_data_set,Purchasing
,de_v3,Pumpentechnik
Bereichsleiter Pumpen und Bädertechnik.,new_data_set,Pumpen
Kenntnisse von hydraulischen Komponenten sowie Systemen,new_data_set,Pumpen
,de_v3,Public DNS
,de_v2,Psychotherapie
,de_v2,Psychiatrie und Psychotherapie
,de_v3,PSD2
,de_v3,PSD
,de_v3,Prüfverfahren
,de_v2,Prüfungsleitung
,de_v3,Prüfung und Beratung
,new_data_set,Prüftechnik
,de_v3,Prüfsysteme
"Sie sind maßgeblich an der Entwicklung neuer Prüfstände und Messverfahren beteiligt, unter Einsatz der vorhandenen 3D-Druck-Infrastruktur.",new_data_set,Prüfstände und Messverfahren
,de_v3,Prüfmaschine
,de_v2,Prozessvereinfachung
,de_v3,Prozessüberwachung
,new_data_set,Prozesstechnik
,de_v3,Prozesssteuerung
,de_v3,Prozessstandardisierung
,de_v3,Prozessstabilität
,new_data_set,Prozessrecht
,de_v3,Prozessorganisation
"Stetige, aktive Optimierung der Prozesse und Entwicklung der Kunden, Mitarbeitenden und Umsätze mit Blick auf Wachstum und Profitabilität des Unternehmens",new_data_set,Prozessoptimierung und Geschäftsentwicklung
"Prozessoptimierung (Lean, KVP)",new_data_set,Prozessoptimierung
"Sie sorgen für die Etablierung der ständigen, aktiven Weiterentwicklung der Fertigungsprozesse im Sinne KVP / Lean Production.",new_data_set,Prozessoptimierung
Leitung von Lean- und KVP-Optimierungsmaßnahmen zur Prozessverbesserung,new_data_set,Prozessoptimierung
Sie optimieren Prozesse und sorgen für reibungslose Abläufe.,new_data_set,Prozessoptimierung
"Optimierung von Prozessen, auch bereichsübergreifend",new_data_set,Prozessoptimierung
Ableitung von Maßnahmen zur Produktivitäts- bzw. Kapazitätssteigerung (Lean-Kenntnisse von Vorteil),new_data_set,Prozessoptimierung
Mitgestalten und optimieren von Prozessen und Abläufen,new_data_set,Prozessoptimierung
Effiziente Steuerung und Optimierung der betrieblichen Abläufe,new_data_set,Prozessoptimierung
Steuerung und Einführung neuer Prozesse und Methoden sowie Umsetzung von Lean Management Methoden,new_data_set,Prozessoptimierung
"Sie optimieren kontinuierlich die Prozesse des Bereichs, leiten Steuerungsmaßnahmen ein und setzen entsprechende Ziele für den gesamten Bereich Leistungen",new_data_set,Prozessoptimierung
,new_data_set,Prozessoptimierung
,de_v3,Prozessentwicklung
Prozesse in der Einzelfertigung,new_data_set,Prozesse Einzelfertigung
,de_v3,Prozessbeschreibung
Mehrjährige Berufserfahrung in der Prozessautomatisierung,new_data_set,Prozessautomatisierung
"Berufserfahrung im Anlagenbau, in der Prozessautomation, in Installations- oder Prozesstechnik",new_data_set,Prozessautomation
verschiedenen Tools wie Prozessanalyse,de_v3,Prozessanalyse
,de_v3,Prozess- und Fertigungstechnik
,de_v3,Providersteuerung
,de_v3,Prototypenfertigung
,new_data_set,Proportional Mobile Valves (VMV)
,new_data_set,Proportional Mobile Valves
Erfahrung mit Prozessleitsystemen (ProLeit),new_data_set,ProLeit
,de_v3,Projektverantwortung
Sie decken im Schwerpunkt Ihrer Tätigkeit vor allem die Leistungsphasen 6 bis 9 der HOAI sowie die Projektsteuerung nach AHO ab.,new_data_set,Projektsteuerung
,de_v3,Projektreports
,new_data_set,Projektrechte
,de_v2,Projektprüfungen
,de_v2,Projektplanung und Management
,de_v3,Projektplanung und Betreuung
"die Projektplanung (u.a. Analyse, Ziel-, Zeit- und Kostenplanung) sowie die Gewinnung der Projektteamteilnehmer",new_data_set,Projektplanung
Erfahrung in der Projektplanung sowie -abwicklung,new_data_set,Projektplanung
Fundierte Kenntnisse in der Planung und Umsetzung von Projekten,new_data_set,Projektplanung
Erstellung von Präsentationen und Dokumentation von Projektergebnissen,new_data_set,Projektplanung
Aktive Mitwirkung in Projekten,new_data_set,Projektplanung
Intensive Zusammenarbeit und Projektbegleitung,new_data_set,Projektplanung
,new_data_set,Projektorganisation
,new_data_set,Projektmöglichkeiten
,de_v3,Projektmanagement und Teamführung
,de_v3,Projektmanagement und Kommunikation
Umfassende Kenntnis von Projektmanagement- Methoden und mehrjährige Erfahrung in der Leitung von Projekten im Umfeld der Raumfahrtindustrie,new_data_set,Projektmanagement
"Sie übernehmen einzelne Projekte in Abstimmung mit der Geschäftsführung eigenständig, koordinieren Sitzungen, Gremien und interne Veranstaltungen",new_data_set,Projektmanagement
Sie bauen ein eigenes Team im Bereich Klimaschutzprojekte auf und leiten die Teammitglieder,new_data_set,Projektmanagement
Praktische Erfahrung im Projektmanagement,new_data_set,Projektmanagement
Erfahrung im Projektmanagement unter Anwendung moderner Methoden,new_data_set,Projektmanagement
gute Kenntnisse im Projektmanagement,new_data_set,Projektmanagement
Mehrjährige fundierte Planungs-/Bauüberwachungs-/Projektmanagement-Erfahrung,new_data_set,Projektmanagement
Sie haben mehrere Jahre Berufserfahrung mit fundierten Erfahrungen im Bereich des Projektmanagements in einem technischen und dynamischen Umfeld,new_data_set,Projektmanagement
"Ausbildung zum Projektleiter (PMI bzw. GPM, PRINCE2 o.ä.), Umfassende Methodenkompetenz zum Führen von großen Projektteams, Planung und Steuerung externer Dienstleister.",new_data_set,Projektmanagement
"Mehrjährige Erfahrung in der Leitung von interdisziplinären, technischen Teams",new_data_set,Projektmanagement
Erfahrung im Projektmanagement- oder -leitung (ideal: Scrum),new_data_set,Projektmanagement
Erfahrung im Projektmanagement,new_data_set,Projektmanagement
Gute Kenntnisse im Anforderungs- und Prozessmanagement,new_data_set,Projektmanagement
Sehr gute Kenntnisse im Projektmanagement,new_data_set,Projektmanagement
Erfahrung im Projektmanagement vorteilhaft,new_data_set,Projektmanagement
Know-how im Bereich Projektleitung,new_data_set,Projektmanagement
Fundierte Kenntnisse im IT-Projektmanagement,new_data_set,Projektmanagement
,de_v3,Projektleitung IT
Koordinierung und Überwachung von internen und externen Projektbeteiligten,new_data_set,Projektleitung
Methodische Kompetenz bei der Auslegung/Umsetzung von Prozessverbesserungen und Ablauforganisationen,new_data_set,Projektleitung
